"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AUS088-Set7aB11_S23.final.scaffolds.fasta.nohead.fasta","AUS089-Set7bE2_S2.final.scaffolds.fasta.nohead.fasta","AUS52.fasta","DUN-003B-Set9aC9_S33.final.scaffolds.fasta.nohead.fasta","DUN-004-Set9aC10_S34.final.scaffolds.fasta.nohead.fasta","ILPAO1.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","Pseudomonas_aeruginosa_PAO1_107.fna"
"hpt","","Hypoxanthine-guanine phosphoribosyltransferase","19","19","1","1","7321","","","","557","557","557","CIGDOPNK_00149","BNMDDFNN_05392","NMHOBMPN_04189","LGHNJHKC_00192","DEIJMABD_04618","CDBGKAIK_05549","CECHFLPG_00561","IKEEPGDJ_03277","GDNBNODK_00395","LEACNAEK_03116","CABJIOEI_05147","GNFPCNDJ_03379","AELPJDKL_02585","LGGGIJGP_07994","BGKEFAEA_02202","BKCAIGBL_03453","BBPGNFAN_05320","JKFCCDBN_03417","DOOJPGAP_04800"
"srpC_3","","Solvent efflux pump outer membrane protein SrpC","19","19","1","1","12420","","","","1418","1418","1418","CIGDOPNK_01213","BNMDDFNN_04050","NMHOBMPN_00967","LGHNJHKC_02536","DEIJMABD_02145","CDBGKAIK_03246","CECHFLPG_02350","IKEEPGDJ_02319","GDNBNODK_02157","LEACNAEK_05262","CABJIOEI_07055","GNFPCNDJ_02250","AELPJDKL_02171","LGGGIJGP_06791","BGKEFAEA_03383","BKCAIGBL_02497","BBPGNFAN_03399","JKFCCDBN_04951","DOOJPGAP_02566"
"group_11930","","hypothetical protein","19","19","1","1","7053","","","","785","785","785","CIGDOPNK_02443","BNMDDFNN_05102","NMHOBMPN_03892","LGHNJHKC_02848","DEIJMABD_03608","CDBGKAIK_02779","CECHFLPG_00519","IKEEPGDJ_00517","GDNBNODK_00310","LEACNAEK_05377","CABJIOEI_05072","GNFPCNDJ_00522","AELPJDKL_00358","LGGGIJGP_05213","BGKEFAEA_05122","BKCAIGBL_00595","BBPGNFAN_03899","JKFCCDBN_00325","DOOJPGAP_00092"
"thiI","","tRNA sulfurtransferase","19","19","1","1","13238","","","","1454","1454","1454","CIGDOPNK_03940","BNMDDFNN_02597","NMHOBMPN_02204","LGHNJHKC_04620","DEIJMABD_01658","CDBGKAIK_01124","CECHFLPG_04190","IKEEPGDJ_05532","GDNBNODK_03938","LEACNAEK_02595","CABJIOEI_08613","GNFPCNDJ_04579","AELPJDKL_04229","LGGGIJGP_10274","BGKEFAEA_00328","BKCAIGBL_04483","BBPGNFAN_01195","JKFCCDBN_01577","DOOJPGAP_05291"
"group_11932","","hypothetical protein","19","19","1","1","9217","","","","464","464","464","CIGDOPNK_04609","BNMDDFNN_01845","NMHOBMPN_00694","LGHNJHKC_04045","DEIJMABD_05929","CDBGKAIK_02488","CECHFLPG_04632","IKEEPGDJ_04548","GDNBNODK_04209","LEACNAEK_05723","CABJIOEI_08885","GNFPCNDJ_04850","AELPJDKL_03571","LGGGIJGP_08991","BGKEFAEA_01243","BKCAIGBL_04926","BBPGNFAN_02204","JKFCCDBN_05713","DOOJPGAP_04007"
"adhB_2","","Alcohol dehydrogenase cytochrome c subunit","19","19","1","1","7161","","","","2027","2027","2027","CIGDOPNK_00663","BNMDDFNN_03705","NMHOBMPN_04268","LGHNJHKC_02022","DEIJMABD_04697","CDBGKAIK_04584","CECHFLPG_02882","IKEEPGDJ_03356","GDNBNODK_02420","LEACNAEK_01154","CABJIOEI_07695","GNFPCNDJ_03458","AELPJDKL_02664","LGGGIJGP_08074","BGKEFAEA_02281","BKCAIGBL_03532","BBPGNFAN_03069","JKFCCDBN_00739","DOOJPGAP_04721"
"group_11934","","putative oxidoreductase","19","19","1","1","13165","","","","2321","2321","2321","CIGDOPNK_03872","BNMDDFNN_05421","NMHOBMPN_02128","LGHNJHKC_04554","DEIJMABD_01590","CDBGKAIK_01057","CECHFLPG_04123","IKEEPGDJ_05599","GDNBNODK_04005","LEACNAEK_02528","CABJIOEI_08680","GNFPCNDJ_04646","AELPJDKL_04162","LGGGIJGP_10341","BGKEFAEA_00395","BKCAIGBL_04416","BBPGNFAN_01262","JKFCCDBN_00502","DOOJPGAP_05358"
"eutC","","Ethanolamine ammonia-lyase light chain","19","19","1","1","8987","","","","821","821","821","CIGDOPNK_04461","BNMDDFNN_04593","NMHOBMPN_00842","LGHNJHKC_00820","DEIJMABD_03671","CDBGKAIK_04828","CECHFLPG_01154","IKEEPGDJ_01471","GDNBNODK_01043","LEACNAEK_05367","CABJIOEI_05886","GNFPCNDJ_01089","AELPJDKL_00930","LGGGIJGP_05752","BGKEFAEA_04370","BKCAIGBL_01164","BBPGNFAN_04107","JKFCCDBN_05288","DOOJPGAP_04154"
"hemF","","Oxygen-dependent coproporphyrinogen-III oxidase","19","19","1","1","645","","","","917","917","917","CIGDOPNK_02508","BNMDDFNN_05166","NMHOBMPN_03958","LGHNJHKC_01265","DEIJMABD_03545","CDBGKAIK_02847","CECHFLPG_01910","IKEEPGDJ_01706","GDNBNODK_01880","LEACNAEK_00066","CABJIOEI_06603","GNFPCNDJ_01973","AELPJDKL_01721","LGGGIJGP_06514","BGKEFAEA_03823","BKCAIGBL_01884","BBPGNFAN_03831","JKFCCDBN_02041","DOOJPGAP_00024"
"group_11937","","hypothetical protein","19","19","1","1","13626","","","","494","494","494","CIGDOPNK_02810","BNMDDFNN_01082","NMHOBMPN_01124","LGHNJHKC_05318","DEIJMABD_00358","CDBGKAIK_01856","CECHFLPG_03914","IKEEPGDJ_03745","GDNBNODK_03491","LEACNAEK_04240","CABJIOEI_08160","GNFPCNDJ_04132","AELPJDKL_03053","LGGGIJGP_08467","BGKEFAEA_01761","BKCAIGBL_03921","BBPGNFAN_01686","JKFCCDBN_04220","DOOJPGAP_03178"
"yhaJ_3","","HTH-type transcriptional regulator YhaJ","19","19","1","1","12984","","","","887","887","887","CIGDOPNK_03138","BNMDDFNN_01421","NMHOBMPN_01462","LGHNJHKC_04972","DEIJMABD_00033","CDBGKAIK_01529","CECHFLPG_03587","IKEEPGDJ_04072","GDNBNODK_03164","LEACNAEK_03913","CABJIOEI_07831","GNFPCNDJ_03805","AELPJDKL_03379","LGGGIJGP_08798","BGKEFAEA_02088","BKCAIGBL_04249","BBPGNFAN_02012","JKFCCDBN_04546","DOOJPGAP_02851"
"fliI","","Flagellum-specific ATP synthase","19","19","1","1","11826","","","","1355","1355","1355","CIGDOPNK_05359","BNMDDFNN_00456","NMHOBMPN_03448","LGHNJHKC_03643","DEIJMABD_02743","CDBGKAIK_00412","CECHFLPG_05159","IKEEPGDJ_04791","GDNBNODK_05004","LEACNAEK_04627","CABJIOEI_09693","GNFPCNDJ_05378","AELPJDKL_04953","LGGGIJGP_09815","BGKEFAEA_01000","BKCAIGBL_05455","BBPGNFAN_00454","JKFCCDBN_05569","DOOJPGAP_01141"
"icd_1","","Isocitrate dehydrogenase [NADP]","19","19","1","1","12273","","","","2225","2225","2225","CIGDOPNK_01370","BNMDDFNN_03884","NMHOBMPN_01622","LGHNJHKC_02692","DEIJMABD_01989","CDBGKAIK_03384","CECHFLPG_02488","IKEEPGDJ_02181","GDNBNODK_02295","LEACNAEK_05124","CABJIOEI_06916","GNFPCNDJ_02388","AELPJDKL_02033","LGGGIJGP_06929","BGKEFAEA_03245","BKCAIGBL_02359","BBPGNFAN_03537","JKFCCDBN_04813","DOOJPGAP_02704"
"psd","","Phosphatidylserine decarboxylase proenzyme","19","19","1","1","13410","","","","869","869","869","CIGDOPNK_04102","BNMDDFNN_02760","NMHOBMPN_02365","LGHNJHKC_04783","DEIJMABD_01817","CDBGKAIK_01286","CECHFLPG_04352","IKEEPGDJ_05370","GDNBNODK_03776","LEACNAEK_02757","CABJIOEI_08450","GNFPCNDJ_04417","AELPJDKL_04391","LGGGIJGP_10112","BGKEFAEA_00166","BKCAIGBL_04645","BBPGNFAN_01033","JKFCCDBN_01415","DOOJPGAP_05129"
"group_11942","","hypothetical protein","19","19","1","1","13808","","","","1016","1016","1016","CIGDOPNK_01644","BNMDDFNN_00803","NMHOBMPN_00165","LGHNJHKC_05595","DEIJMABD_04290","CDBGKAIK_05323","CECHFLPG_01319","IKEEPGDJ_01112","GDNBNODK_01169","LEACNAEK_01953","CABJIOEI_05970","GNFPCNDJ_01294","AELPJDKL_01091","LGGGIJGP_05913","BGKEFAEA_04244","BKCAIGBL_01369","BBPGNFAN_04757","JKFCCDBN_05390","DOOJPGAP_03461"
"cheR2_2","","Chemotaxis protein methyltransferase Cher2","19","19","1","1","7450","","","","875","875","875","CIGDOPNK_02031","BNMDDFNN_03278","NMHOBMPN_02764","LGHNJHKC_03258","DEIJMABD_02331","CDBGKAIK_05240","CECHFLPG_01739","IKEEPGDJ_01239","GDNBNODK_01667","LEACNAEK_01568","CABJIOEI_06387","GNFPCNDJ_01467","AELPJDKL_01508","LGGGIJGP_06040","BGKEFAEA_03872","BKCAIGBL_01452","BBPGNFAN_04552","JKFCCDBN_01122","DOOJPGAP_00423"
"pgi","","Glucose-6-phosphate isomerase","19","19","1","1","9499","","","","1664","1664","1664","CIGDOPNK_00420","BNMDDFNN_02994","NMHOBMPN_02598","LGHNJHKC_00982","DEIJMABD_03915","CDBGKAIK_05484","CECHFLPG_00977","IKEEPGDJ_00994","GDNBNODK_00732","LEACNAEK_01790","CABJIOEI_05577","GNFPCNDJ_01043","AELPJDKL_00723","LGGGIJGP_05682","BGKEFAEA_04636","BKCAIGBL_01119","BBPGNFAN_04998","JKFCCDBN_01708","DOOJPGAP_04896"
"proB","","Glutamate 5-kinase","19","19","1","1","7155","","","","1118","1118","1118","CIGDOPNK_00669","BNMDDFNN_03699","NMHOBMPN_04274","LGHNJHKC_02028","DEIJMABD_04703","CDBGKAIK_04578","CECHFLPG_02888","IKEEPGDJ_03362","GDNBNODK_02426","LEACNAEK_01160","CABJIOEI_07689","GNFPCNDJ_03464","AELPJDKL_02670","LGGGIJGP_08080","BGKEFAEA_02287","BKCAIGBL_03538","BBPGNFAN_03075","JKFCCDBN_00745","DOOJPGAP_04715"
"yrfG","","GMP/IMP nucleotidase YrfG","19","19","1","1","13169","","","","665","665","665","CIGDOPNK_03876","BNMDDFNN_05417","NMHOBMPN_02132","LGHNJHKC_04558","DEIJMABD_01594","CDBGKAIK_01061","CECHFLPG_04127","IKEEPGDJ_05595","GDNBNODK_04001","LEACNAEK_02532","CABJIOEI_08676","GNFPCNDJ_04642","AELPJDKL_04166","LGGGIJGP_10337","BGKEFAEA_00391","BKCAIGBL_04420","BBPGNFAN_01258","JKFCCDBN_00498","DOOJPGAP_05354"
"group_11947","","hypothetical protein","19","19","1","1","13216","","","","746","746","746","CIGDOPNK_03919","BNMDDFNN_02576","NMHOBMPN_02183","LGHNJHKC_04599","DEIJMABD_01636","CDBGKAIK_01103","CECHFLPG_04169","IKEEPGDJ_05553","GDNBNODK_03959","LEACNAEK_02574","CABJIOEI_08634","GNFPCNDJ_04600","AELPJDKL_04208","LGGGIJGP_10295","BGKEFAEA_00349","BKCAIGBL_04462","BBPGNFAN_01216","JKFCCDBN_01598","DOOJPGAP_05312"
"group_11948","","Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase","19","19","1","1","10321","","","","488","488","488","CIGDOPNK_03537","BNMDDFNN_02188","NMHOBMPN_01796","LGHNJHKC_01207","DEIJMABD_00951","CDBGKAIK_04019","CECHFLPG_03290","IKEEPGDJ_03099","GDNBNODK_02867","LEACNAEK_00813","CABJIOEI_07202","GNFPCNDJ_03123","AELPJDKL_02329","LGGGIJGP_07736","BGKEFAEA_02770","BKCAIGBL_03197","BBPGNFAN_02745","JKFCCDBN_03165","DOOJPGAP_01820"
"exuT_1","","Hexuronate transporter","19","19","1","1","8915","","","","1259","1259","1259","CIGDOPNK_04390","BNMDDFNN_04664","NMHOBMPN_00913","LGHNJHKC_00891","DEIJMABD_03744","CDBGKAIK_04757","CECHFLPG_01083","IKEEPGDJ_01400","GDNBNODK_00972","LEACNAEK_00991","CABJIOEI_05815","GNFPCNDJ_01160","AELPJDKL_01001","LGGGIJGP_05823","BGKEFAEA_04441","BKCAIGBL_01235","BBPGNFAN_04178","JKFCCDBN_00392","DOOJPGAP_04226"
"group_11950","","hypothetical protein","19","19","1","1","9558","","","","620","620","620","CIGDOPNK_00481","BNMDDFNN_02933","NMHOBMPN_02537","LGHNJHKC_01043","DEIJMABD_03976","CDBGKAIK_05423","CECHFLPG_01038","IKEEPGDJ_01055","GDNBNODK_00793","LEACNAEK_01851","CABJIOEI_05638","GNFPCNDJ_00982","AELPJDKL_00662","LGGGIJGP_05743","BGKEFAEA_04697","BKCAIGBL_01058","BBPGNFAN_05059","JKFCCDBN_01769","DOOJPGAP_04957"
"mdtA_2","","Multidrug resistance protein MdtA","19","19","1","1","12386","","","","1280","1280","1280","CIGDOPNK_01247","BNMDDFNN_04016","NMHOBMPN_01779","LGHNJHKC_02570","DEIJMABD_02111","CDBGKAIK_03280","CECHFLPG_02384","IKEEPGDJ_02285","GDNBNODK_02191","LEACNAEK_05228","CABJIOEI_07021","GNFPCNDJ_02284","AELPJDKL_02137","LGGGIJGP_06825","BGKEFAEA_03349","BKCAIGBL_02463","BBPGNFAN_03433","JKFCCDBN_04917","DOOJPGAP_02600"
"coaE","","Dephospho-CoA kinase","19","19","1","1","7115","","","","611","611","611","CIGDOPNK_00710","BNMDDFNN_03659","NMHOBMPN_04314","LGHNJHKC_02068","DEIJMABD_04743","CDBGKAIK_04538","CECHFLPG_02928","IKEEPGDJ_03402","GDNBNODK_02466","LEACNAEK_01200","CABJIOEI_07649","GNFPCNDJ_03504","AELPJDKL_02710","LGGGIJGP_08120","BGKEFAEA_02327","BKCAIGBL_03578","BBPGNFAN_03115","JKFCCDBN_00785","DOOJPGAP_04675"
"argA","","Amino-acid acetyltransferase","19","19","1","1","13139","","","","1298","1298","1298","CIGDOPNK_03847","BNMDDFNN_05445","NMHOBMPN_02104","LGHNJHKC_04530","DEIJMABD_01566","CDBGKAIK_01033","CECHFLPG_04099","IKEEPGDJ_05623","GDNBNODK_04029","LEACNAEK_02504","CABJIOEI_08704","GNFPCNDJ_04670","AELPJDKL_04138","LGGGIJGP_10365","BGKEFAEA_00419","BKCAIGBL_04392","BBPGNFAN_01286","JKFCCDBN_00526","DOOJPGAP_05382"
"group_11954","","hypothetical protein","19","19","1","1","11391","","","","431","431","431","CIGDOPNK_05661","BNMDDFNN_00767","NMHOBMPN_04659","LGHNJHKC_00547","DEIJMABD_00677","CDBGKAIK_00009","CECHFLPG_05564","IKEEPGDJ_05196","GDNBNODK_05409","LEACNAEK_02415","CABJIOEI_10105","GNFPCNDJ_05783","AELPJDKL_05357","LGGGIJGP_09403","BGKEFAEA_00595","BKCAIGBL_05860","BBPGNFAN_00859","JKFCCDBN_02415","DOOJPGAP_01545"
"group_11955","","hypothetical protein","19","19","1","1","11181","","","","986","986","986","CIGDOPNK_04952","BNMDDFNN_00034","NMHOBMPN_03050","LGHNJHKC_02270","DEIJMABD_02955","CDBGKAIK_00832","CECHFLPG_00605","IKEEPGDJ_00602","GDNBNODK_00450","LEACNAEK_02946","CABJIOEI_05215","GNFPCNDJ_00660","AELPJDKL_00396","LGGGIJGP_05296","BGKEFAEA_05041","BKCAIGBL_00734","BBPGNFAN_00034","JKFCCDBN_03006","DOOJPGAP_00721"
"pyrC_1","","Dihydroorotase","19","19","1","1","7461","","","","1271","1271","1271","CIGDOPNK_02020","BNMDDFNN_03289","NMHOBMPN_02753","LGHNJHKC_03247","DEIJMABD_02320","CDBGKAIK_05229","CECHFLPG_01750","IKEEPGDJ_01250","GDNBNODK_01656","LEACNAEK_01579","CABJIOEI_06376","GNFPCNDJ_01456","AELPJDKL_01497","LGGGIJGP_06051","BGKEFAEA_03883","BKCAIGBL_01463","BBPGNFAN_04563","JKFCCDBN_01133","DOOJPGAP_00412"
"group_11957","","hypothetical protein","19","19","1","1","8006","","","","860","860","860","CIGDOPNK_01779","BNMDDFNN_05324","NMHOBMPN_00302","LGHNJHKC_00627","DEIJMABD_06147","CDBGKAIK_05624","CECHFLPG_00099","IKEEPGDJ_00109","GDNBNODK_00091","LEACNAEK_05335","CABJIOEI_04806","GNFPCNDJ_00110","AELPJDKL_00096","LGGGIJGP_04796","BGKEFAEA_05422","BKCAIGBL_00182","BBPGNFAN_05456","JKFCCDBN_05329","DOOJPGAP_03597"
"dmlR_6","","HTH-type transcriptional regulator DmlR","19","19","1","1","7895","","","","938","938","938","CIGDOPNK_02370","BNMDDFNN_04117","NMHOBMPN_03819","LGHNJHKC_02922","DEIJMABD_05669","CDBGKAIK_02706","CECHFLPG_01478","IKEEPGDJ_01586","GDNBNODK_01323","LEACNAEK_00321","CABJIOEI_06129","GNFPCNDJ_01603","AELPJDKL_01289","LGGGIJGP_06266","BGKEFAEA_04129","BKCAIGBL_01677","BBPGNFAN_03972","JKFCCDBN_04683","DOOJPGAP_00165"
"pleD_4","","Response regulator PleD","19","19","1","1","13531","","","","1628","1628","1628","CIGDOPNK_04221","BNMDDFNN_02877","NMHOBMPN_02481","LGHNJHKC_04898","DEIJMABD_04042","CDBGKAIK_01402","CECHFLPG_04468","IKEEPGDJ_05254","GDNBNODK_03660","LEACNAEK_02873","CABJIOEI_08334","GNFPCNDJ_04301","AELPJDKL_04507","LGGGIJGP_09996","BGKEFAEA_00050","BKCAIGBL_04761","BBPGNFAN_00917","JKFCCDBN_01299","DOOJPGAP_05013"
"group_11960","","Long-chain-fatty-acid--CoA ligase FadD15","19","19","1","1","10160","","","","1667","1667","1667","CIGDOPNK_03378","BNMDDFNN_02346","NMHOBMPN_04780","LGHNJHKC_01564","DEIJMABD_00788","CDBGKAIK_04177","CECHFLPG_03448","IKEEPGDJ_02941","GDNBNODK_03025","LEACNAEK_00655","CABJIOEI_07362","GNFPCNDJ_03281","AELPJDKL_02487","LGGGIJGP_07896","BGKEFAEA_02612","BKCAIGBL_03355","BBPGNFAN_02903","JKFCCDBN_03323","DOOJPGAP_01662"
"fepB","","Ferrienterobactin-binding periplasmic protein","19","19","1","1","9387","","","","905","905","905","CIGDOPNK_04324","BNMDDFNN_04723","NMHOBMPN_05355","LGHNJHKC_00801","DEIJMABD_03810","CDBGKAIK_04692","CECHFLPG_00664","IKEEPGDJ_00731","GDNBNODK_00905","LEACNAEK_03453","CABJIOEI_05750","GNFPCNDJ_00733","AELPJDKL_00872","LGGGIJGP_05391","BGKEFAEA_04948","BKCAIGBL_00782","BBPGNFAN_04243","JKFCCDBN_01804","DOOJPGAP_04291"
"pstP_1","","PP2C-family Ser/Thr phosphatase","19","19","1","1","7064","","","","728","728","728","CIGDOPNK_02454","BNMDDFNN_05113","NMHOBMPN_03903","LGHNJHKC_02837","DEIJMABD_03597","CDBGKAIK_02790","CECHFLPG_00508","IKEEPGDJ_00506","GDNBNODK_00321","LEACNAEK_05388","CABJIOEI_05083","GNFPCNDJ_00533","AELPJDKL_00347","LGGGIJGP_05224","BGKEFAEA_05111","BKCAIGBL_00606","BBPGNFAN_03888","JKFCCDBN_00314","DOOJPGAP_00081"
"brnQ_2","","Branched-chain amino acid transport system 2 carrier protein","19","19","1","1","10132","","","","1313","1313","1313","CIGDOPNK_03350","BNMDDFNN_02373","NMHOBMPN_04753","LGHNJHKC_01537","DEIJMABD_00761","CDBGKAIK_04204","CECHFLPG_03475","IKEEPGDJ_02914","GDNBNODK_03052","LEACNAEK_00628","CABJIOEI_07389","GNFPCNDJ_03308","AELPJDKL_02514","LGGGIJGP_07923","BGKEFAEA_02585","BKCAIGBL_03382","BBPGNFAN_02930","JKFCCDBN_03350","DOOJPGAP_01635"
"group_11964","","hypothetical protein","19","19","1","1","13065","","","","1103","1103","1103","CIGDOPNK_01444","BNMDDFNN_03811","NMHOBMPN_01550","LGHNJHKC_02764","DEIJMABD_01917","CDBGKAIK_01456","CECHFLPG_03514","IKEEPGDJ_04145","GDNBNODK_03091","LEACNAEK_03840","CABJIOEI_07757","GNFPCNDJ_03732","AELPJDKL_03452","LGGGIJGP_08872","BGKEFAEA_02161","BKCAIGBL_04322","BBPGNFAN_02085","JKFCCDBN_04619","DOOJPGAP_02777"
"group_11965","","hypothetical protein","19","19","1","1","11458","","","","587","587","587","CIGDOPNK_05597","BNMDDFNN_00703","NMHOBMPN_04595","LGHNJHKC_00611","DEIJMABD_04908","CDBGKAIK_00073","CECHFLPG_05500","IKEEPGDJ_05132","GDNBNODK_05345","LEACNAEK_02351","CABJIOEI_10041","GNFPCNDJ_05719","AELPJDKL_05293","LGGGIJGP_09467","BGKEFAEA_00659","BKCAIGBL_05796","BBPGNFAN_00795","JKFCCDBN_02351","DOOJPGAP_01481"
"cydA","","Cytochrome bd-I ubiquinol oxidase subunit 1","19","19","1","1","12562","","","","1466","1466","1466","CIGDOPNK_04557","BNMDDFNN_01897","NMHOBMPN_00747","LGHNJHKC_03992","DEIJMABD_05294","CDBGKAIK_02540","CECHFLPG_04580","IKEEPGDJ_04600","GDNBNODK_04157","LEACNAEK_05775","CABJIOEI_08833","GNFPCNDJ_04798","AELPJDKL_03519","LGGGIJGP_08939","BGKEFAEA_01191","BKCAIGBL_04874","BBPGNFAN_02152","JKFCCDBN_05765","DOOJPGAP_04059"
"yciV","","5'-3' exoribonuclease","19","19","1","1","325","","","","887","887","887","CIGDOPNK_01496","BNMDDFNN_00953","NMHOBMPN_00016","LGHNJHKC_05446","DEIJMABD_05331","CDBGKAIK_01990","CECHFLPG_00919","IKEEPGDJ_00936","GDNBNODK_00674","LEACNAEK_04348","CABJIOEI_05436","GNFPCNDJ_00878","AELPJDKL_00558","LGGGIJGP_05541","BGKEFAEA_04718","BKCAIGBL_00954","BBPGNFAN_01552","JKFCCDBN_03518","DOOJPGAP_03312"
"hisP_1","","Histidine transport ATP-binding protein HisP","19","19","1","1","10674","","","","764","764","764","CIGDOPNK_05134","BNMDDFNN_00239","NMHOBMPN_03233","LGHNJHKC_02453","DEIJMABD_05045","CDBGKAIK_00633","CECHFLPG_02731","IKEEPGDJ_02526","GDNBNODK_04783","LEACNAEK_03310","CABJIOEI_09469","GNFPCNDJ_02548","AELPJDKL_04732","LGGGIJGP_07092","BGKEFAEA_03002","BKCAIGBL_02704","BBPGNFAN_00233","JKFCCDBN_00092","DOOJPGAP_00920"
"group_11969","","hypothetical protein","19","19","1","1","7890","","","","836","836","836","CIGDOPNK_02365","BNMDDFNN_04122","NMHOBMPN_03814","LGHNJHKC_02927","DEIJMABD_05674","CDBGKAIK_02701","CECHFLPG_01483","IKEEPGDJ_01591","GDNBNODK_01318","LEACNAEK_00326","CABJIOEI_06134","GNFPCNDJ_01598","AELPJDKL_01284","LGGGIJGP_06261","BGKEFAEA_04124","BKCAIGBL_01672","BBPGNFAN_03977","JKFCCDBN_04678","DOOJPGAP_00170"
"tmk_2","","Thymidylate kinase","19","19","1","1","12753","","","","632","632","632","CIGDOPNK_02919","BNMDDFNN_01195","NMHOBMPN_01235","LGHNJHKC_05206","DEIJMABD_00249","CDBGKAIK_01745","CECHFLPG_03803","IKEEPGDJ_03857","GDNBNODK_03380","LEACNAEK_04129","CABJIOEI_08047","GNFPCNDJ_04021","AELPJDKL_03164","LGGGIJGP_08581","BGKEFAEA_01872","BKCAIGBL_04032","BBPGNFAN_01797","JKFCCDBN_04331","DOOJPGAP_03067"
"panM_1","","PanD maturation factor","19","19","1","1","13845","","","","518","518","518","CIGDOPNK_01671","BNMDDFNN_05216","NMHOBMPN_00192","LGHNJHKC_05622","DEIJMABD_04263","CDBGKAIK_05350","CECHFLPG_01346","IKEEPGDJ_01139","GDNBNODK_01142","LEACNAEK_01926","CABJIOEI_05997","GNFPCNDJ_01267","AELPJDKL_01118","LGGGIJGP_05940","BGKEFAEA_04271","BKCAIGBL_01342","BBPGNFAN_04784","JKFCCDBN_05417","DOOJPGAP_03488"
"pntB","","NAD(P) transhydrogenase subunit beta","19","19","1","1","7857","","","","1436","1436","1436","CIGDOPNK_02333","BNMDDFNN_04154","NMHOBMPN_03782","LGHNJHKC_02959","DEIJMABD_05527","CDBGKAIK_02669","CECHFLPG_01515","IKEEPGDJ_01623","GDNBNODK_01286","LEACNAEK_00358","CABJIOEI_06166","GNFPCNDJ_01566","AELPJDKL_01252","LGGGIJGP_06229","BGKEFAEA_04092","BKCAIGBL_01640","BBPGNFAN_04009","JKFCCDBN_04646","DOOJPGAP_00202"
"pepP","","Xaa-Pro aminopeptidase","19","19","1","1","13118","","","","1334","1334","1334","CIGDOPNK_03827","BNMDDFNN_05465","NMHOBMPN_02084","LGHNJHKC_04510","DEIJMABD_01546","CDBGKAIK_01013","CECHFLPG_04079","IKEEPGDJ_05643","GDNBNODK_04049","LEACNAEK_02484","CABJIOEI_08724","GNFPCNDJ_04690","AELPJDKL_04118","LGGGIJGP_10385","BGKEFAEA_00439","BKCAIGBL_04372","BBPGNFAN_01306","JKFCCDBN_00546","DOOJPGAP_05402"
"group_11974","","hypothetical protein","19","19","1","1","7228","","","","959","959","959","CIGDOPNK_04927","BNMDDFNN_00009","NMHOBMPN_03025","LGHNJHKC_02245","DEIJMABD_02931","CDBGKAIK_00857","CECHFLPG_00630","IKEEPGDJ_00627","GDNBNODK_00425","LEACNAEK_02971","CABJIOEI_05190","GNFPCNDJ_00635","AELPJDKL_00371","LGGGIJGP_05271","BGKEFAEA_05066","BKCAIGBL_00709","BBPGNFAN_00009","JKFCCDBN_02981","DOOJPGAP_00695"
"dadX","","Alanine racemase, catabolic","19","19","1","1","8736","","","","1073","1073","1073","CIGDOPNK_03747","BNMDDFNN_04257","NMHOBMPN_02003","LGHNJHKC_04430","DEIJMABD_05603","CDBGKAIK_00933","CECHFLPG_00785","IKEEPGDJ_05723","GDNBNODK_00507","LEACNAEK_03046","CABJIOEI_05353","GNFPCNDJ_00827","AELPJDKL_04038","LGGGIJGP_10465","BGKEFAEA_00519","BKCAIGBL_00903","BBPGNFAN_01386","JKFCCDBN_02938","DOOJPGAP_05482"
"group_11976","","hypothetical protein","19","19","1","1","8719","","","","674","674","674","CIGDOPNK_03730","BNMDDFNN_04274","NMHOBMPN_01986","LGHNJHKC_04413","DEIJMABD_05586","CDBGKAIK_00916","CECHFLPG_00768","IKEEPGDJ_05740","GDNBNODK_00524","LEACNAEK_03029","CABJIOEI_05370","GNFPCNDJ_00810","AELPJDKL_04021","LGGGIJGP_10482","BGKEFAEA_00536","BKCAIGBL_00886","BBPGNFAN_01403","JKFCCDBN_02921","DOOJPGAP_05499"
